name_key,display_name,state,latitude,longitude,population
DL RYW TGZAS,Del Rio,TX,29.36273,-100.89676,36153
DL SYTY AKLAHMA,Del City,OK,35.44201,-97.44087,22022
DL SYTY AWKLAHWMA,Del City,OK,35.44201,-97.44087,22022
DLANW KALYFRNYA,Delano,CA,35.76884,-119.24705,52733
DLANW KALYFWRNYA,Delano,CA,35.76884,-119.24705,52733
DLAWAR AWHAYW,Delaware,OH,40.29867,-83.06797,37995
DLENS FOLS,Glens Falls,NY,43.30952,-73.64401,14291
DLFWS,Delphos,OH,40.84338,-84.34162,7023
DLFYLD WYSKANSYN,Delafield,WI,43.06084,-88.40371,7180
DLH,Duluth,MN,46.78327,-92.10658,86110
DLHY,Delhi,CA,37.43216,-120.77854,10755
DLHY KALYFWRNYA,Delhi,CA,37.43216,-120.77854,10755
DLL,Dillon,SC,34.41655,-79.37116,6677
DLPHWS AWHAYW,Delphos,OH,40.84338,-84.34162,7023
DLRAY BYTSH,Delray Beach,FL,26.46146,-80.07282,66255
DLRY BYCH FLWRYDA,Delray Beach,FL,26.46146,-80.07282,66255
DLRYY BYZ,Delray Beach,FL,26.46146,-80.07282,66255
DLS,The Dalles,OR,45.59456,-121.17868,15340
DLS AWRGN,The Dalles,OR,45.59456,-121.17868,15340
DLTA,Delta,CO,38.74221,-108.06896,8791
DLTA KLRADW,Delta,CO,38.74221,-108.06896,8791
DLTWNA,Deltona,FL,28.90054,-81.26367,88474
DLTWNA FLWRYDA,Deltona,FL,28.90054,-81.26367,88474
DLWAN WYSKANSYN,Delavan,WI,42.63307,-88.64371,8389
DLY HYLZ,Delhi Hills,OH,39.09284,-84.61272,5259
DLY HYLZ AWHAYW,Delhi Hills,OH,39.09284,-84.61272,5259
DLYYNW,Delano,CA,35.76884,-119.24705,52733
DMARST NYWJRSY,Demarest,NJ,40.95732,-73.96347,5050
DMN,Deming,NM,32.26870,-107.75864,14522
DMO,Sedalia,MO,38.70446,-93.22826,21516
DMWPWLYS,Demopolis,AL,32.51764,-87.83640,7148
DMWPWLYS ALABAMA,Demopolis,AL,32.51764,-87.83640,7148
DMWYN AYWWA,Des Moines,IA,41.60054,-93.60911,214133
DMYNG NYWMKZYKW,Deming,NM,32.26870,-107.75864,14522
DNFR,Denver,CO,39.73915,-104.98470,729019
DNH PWYNT,Dana Point,CA,33.46697,-117.69811,34181
DNHAM SBRYNGHZ,Denham Springs,LA,30.48740,-90.95753,10125
DNHAM SBRYNJZ,Denham Springs,LA,30.48740,-90.95753,10125
DNKAN,Duncan,OK,34.50230,-97.95781,23231
DNM ASPRYNGZ LWYYZYANA,Denham Springs,LA,30.48740,-90.95753,10125
DNM ASPRYNQZ LWYYZYANA,Denham Springs,LA,30.48740,-90.95753,10125
DNN,Dalton,GA,34.76980,-84.97022,33853
DNQNWWYL,Duncanville,TX,32.65180,-96.90834,39826
DNS,Denison,IA,42.01777,-95.35528,8334
DNTWN TGZAS,Denton,TX,33.21484,-97.13307,131044
DNV,Danville,IL,40.12448,-87.63002,32108
DNWR,Denver,CO,39.73915,-104.98470,729019
DNWR KLRADW,Denver,CO,39.73915,-104.98470,729019
DNWRS MASACHWST,Danvers,MA,42.57509,-70.93005,26493
DNWWDY,Dunwoody,GA,33.94621,-84.33465,48733
DNWWR,Denver,CO,39.73915,-104.98470,729019
DNWWYL,Danville,AL,34.41454,-87.08751,6242
DNWWYL,Danville,CA,37.82159,-121.99996,44400
DNWYL,Danville,AL,34.41454,-87.08751,6242
DNWYL ALABAMA,Danville,AL,34.41454,-87.08751,6242
DNWYL AYLYNWY,Danville,IL,40.12448,-87.63002,32108
DNWYL KNTAKY,Danville,KY,37.64563,-84.77217,16690
DNWYL WYRJYNYA,Danville,VA,36.58597,-79.39502,42082
DNYSWN,Denison,TX,33.75566,-96.53666,23150
DNYSWN AYWWA,Denison,IA,42.01777,-95.35528,8334
DNYSWN TGZAS,Denison,TX,33.75566,-96.53666,23150
DO A ANA,Doña Ana,NM,32.38954,-106.81390,1211
DO PRAY,Buda,TX,30.08521,-97.84028,13705
DOAZHIAK,Dowagiac,MI,41.98421,-86.10862,5851
DOBA,Dover,DE,39.15817,-75.52437,39403
DOBA,Dover,NH,43.19786,-70.87367,30880
DOBA,Dover,OH,40.52062,-81.47401,12899
DOBB'S FERRY,Dobbs Ferry,NY,41.01454,-73.87264,11131
DOBBINS,Dobbins,CA,39.37156,-121.20607,624
DOBBINS HEIGHTS,Dobbins Heights,NC,34.90488,-79.69228,838
DOBBS FERRY,Dobbs Ferry,NY,41.01454,-73.87264,11131
DOBEO,Dover,DE,39.15817,-75.52437,39403
DOBHARA,Dover,DE,39.15817,-75.52437,39403
DOBS FERI,Dobbs Ferry,NY,41.01454,-73.87264,11131
DOBSON,Dobson,NC,36.39569,-80.72257,1573
DOBSONS CROSSROADS,Kernersville,NC,36.11986,-80.07365,23811
DOCK JUNCTION,Dock Junction,GA,31.20245,-81.51677,7721
DOCTOR PHILLIPS,Doctor Phillips,FL,28.44945,-81.49229,10981
DODD CITY,Dodd City,TX,33.57538,-96.07497,365
DODDTOWN,East Orange,NJ,40.76732,-74.20487,64949
DODGE,Dodge,NE,41.72111,-96.88281,597
DODGE CENTER,Dodge Center,MN,44.02802,-92.85464,2690
DODGE CITY,Dodge City,AL,34.04066,-86.88583,603
DODGE CITY,Dodge City,KS,37.75280,-100.01708,27912
DODGEVILLE,Dodgeville,WI,42.96027,-90.13012,4652
DODSON,Dodson,LA,32.08044,-92.66043,319
DODSON BRANCH,Dodson Branch,TN,36.31256,-85.53220,1074
DODZH SITI,Dodge City,KS,37.75280,-100.01708,27912
DODZH-SITI,Dodge City,KS,37.75280,-100.01708,27912
DOE RUN,Doe Run,MO,37.74283,-90.49762,915
DOE VALLEY,Doe Valley,KY,37.95665,-86.11653,1931
DOE'S CORNERS,Wilton,NY,43.18007,-73.74429,17361
DOERUN,Doerun,GA,31.31963,-83.91712,773
DOFFING,Doffing,TX,26.27452,-98.38585,5091
DOFING,Doffing,TX,26.27452,-98.38585,5091
DOG HILL,Cumberland Hill,RI,41.97454,-71.46700,7934
DOG TOWN,Magalia,CA,39.81211,-121.57831,11310
DOGS PRAIRIE,Prairie du Chien,WI,43.05165,-91.14124,5757
DOGTOWN,Dogtown,CA,38.21381,-121.08855,2506
DOGTOWN,Jennings,MO,38.71922,-90.26039,14819
DOGU LOS ANGELES,East Los Angeles,CA,34.02390,-118.17202,126496
DOGWOOD,Camden,NJ,39.92595,-75.11962,76119
DOHO,Downtown,HI,21.30249,-157.85837,12381
DOJA SITI,Dodge City,KS,37.75280,-100.01708,27912
DOJISITI,Dodge City,KS,37.75280,-100.01708,27912
DOJJISHITI,Dodge City,KS,37.75280,-100.01708,27912
DOJLSTAUN,Doylestown,PA,40.31011,-75.12989,8301
DOK DZANKSHON,Dock Junction,GA,31.20245,-81.51677,7721
DOK-DZHANKSHEN,Dock Junction,GA,31.20245,-81.51677,7721
DOKTOR FILIPS,Doctor Phillips,FL,28.44945,-81.49229,10981
DOKTOR-FILLIPS,Doctor Phillips,FL,28.44945,-81.49229,10981
DOLAN SPRINGS,Dolan Springs,AZ,35.59194,-114.27329,2033
DOLFIELD,Dolfield,MD,39.33772,-76.68031,1799
DOLGEVILLE,Dolgeville,NY,43.10090,-74.77293,2132
DOLLAR BAY,Dollar Bay,MI,47.11965,-88.51151,1082
DOLLAR CORNER,Dollar Corner,WA,45.78030,-122.59994,1108
DOLLAR POINT,Dollar Point,CA,39.18796,-120.09991,1215
DOLORES,Dolores,CO,37.47388,-108.50454,963
DOLPHIN,Northfield,NJ,39.37039,-74.55015,8521
DOLTEON,Dalton,GA,34.76980,-84.97022,33853
DOLTON,Dalton,GA,34.76980,-84.97022,33853
DOLTON,Dolton,IL,41.63892,-87.60727,23197
DOLTON STATION VILLAGE,Dolton,IL,41.63892,-87.60727,23197
DOLTON'S STATION,Dolton,IL,41.63892,-87.60727,23197
DOLTONS,Dolton,IL,41.63892,-87.60727,23197
DOLTONS STATION,Dolton,IL,41.63892,-87.60727,23197
DONA,Donna,TX,26.17035,-98.05195,16523
DONAHUE,Donahue,IA,41.69475,-90.67542,369
DONALD,Donald,OR,45.22234,-122.83926,1001
DONALDS,Donalds,SC,34.37706,-82.34734,343
DONALDSON,Donaldson,AR,34.23676,-92.92350,300
DONALDSON,Donaldson,PA,40.63592,-76.41190,328
DONALDSONTOWN,Donaldsonville,LA,30.10114,-90.99412,7792
DONALDSONVIL,Donaldsonville,LA,30.10114,-90.99412,7792
DONALDSONVILLE,Donaldsonville,LA,30.10114,-90.99412,7792
DONALSONVILLE,Donalsonville,GA,31.04046,-84.87909,2675
DONARUDOSONBIRU,Donaldsonville,LA,30.10114,-90.99412,7792
DONATAGWENDA,Bath,NY,42.33702,-77.31776,5635
DONEGAL,Donegal,PA,40.11257,-79.38254,119
DONG A ER DUN,East Alton,IL,38.88033,-90.11122,6176
DONG BEI SAI ER,East Bethel,MN,45.31941,-93.20245,11692
DONG BO SHI DUN,East Boston,MA,42.37510,-71.03922,43066
DONG BO SHI DUN DE QU,East Boston,MA,42.37510,-71.03922,43066
DONG BO TE WEI ER,East Porterville,CA,36.05745,-118.97566,6767
DONG CUN,East Village,NY,40.72927,-73.98736,62832
DONG DA FU KE SI,East Grand Forks,MN,47.92998,-97.02452,8643
DONG EN DE,East End,AR,34.55065,-92.34099,6998
DONG FA MING DAI ER,East Farmingdale,NY,40.72927,-73.41679,6484
DONG GE LIN NI ZHI,East Greenwich,RI,41.66038,-71.45589,13682
DONG GU,Eastvale,CA,33.96358,-117.56418,59039
DONG HA LAI MU,East Harlem,NY,40.79472,-73.94250,115921
DONG HE MI TE,East Hemet,CA,33.74002,-116.93891,17418
DONG HU-AO LI EN TE GONG YUAN,East Lake-Orient Park,FL,27.98269,-82.37878,22753
DONG JI HUA YUAN,Winter Garden,FL,28.56528,-81.58618,40356
DONG JIAN QIAO,East Cambridge,MA,42.36676,-71.08005,13122
DONG KE LI FU LAN,East Cleveland,OH,41.53311,-81.57901,17344
DONG LAN QIAO DUO MING GE ZI,East Rancho Dominguez,CA,33.89807,-118.19535,15135
DONG LAN XIN,East Lansing,MI,42.73698,-84.48387,48471
DONG LI FU DAI ER,East Riverdale,MD,38.95800,-76.91100,15509
DONG LU SE FU,East Rutherford,NJ,40.83399,-74.09709,9164
DONG LUO SHAN JI,East Los Angeles,CA,34.02390,-118.17202,126496
DONG NA BU LEI SI,East Naples,FL,26.13842,-81.76648,22951
DONG PA LUO A ER TUO,East Palo Alto,CA,37.46883,-122.14108,29662
DONG PA SA DI NA,East Pasadena,CA,34.13814,-118.07384,6144
DONG PU LUO WEI DENG SI,East Providence,RI,41.81371,-71.37005,47408
DONG QUAN,Winter Springs,FL,28.69889,-81.30812,34789
DONG SHAN QIU LING,East Foothills,CA,37.38105,-121.81745,8269
DONG TAN XIANG SHAN,East Honolulu,HI,21.28906,-157.71734,49914
DONG TAN XIANG SHAN DONG HUO NU LU LU,East Honolulu,HI,21.28906,-157.71734,49914
DONG WEI AI LA,Viera East,FL,28.26234,-80.71449,10757
DONG WEI NA QI,East Wenatchee,WA,47.41568,-120.29313,13659
DONG XI,Cave Creek,AZ,33.83333,-111.95083,5341
DONG XIANG SHU XIANG,East Oak Lane,PA,40.05011,-75.13295,9941
DONG XIN LI QI GANG,New Port Richey East,FL,28.26027,-82.69261,10036
DONG ZHI JIA GE,East Chicago,IN,41.63920,-87.45476,28699
DONGAN HILLS,Dongan Hills,NY,40.58844,-74.09625,9529
DONGKURIBURANDO,East Cleveland,OH,41.53311,-81.57901,17344
DONGOLA,Dongola,IL,37.36116,-89.16591,712
DONIPHAN,Doniphan,MO,36.62089,-90.82346,1991
DONIPHAN,Doniphan,NE,40.77196,-98.36951,847
DONISONVILLE,Donaldsonville,LA,30.10114,-90.99412,7792
DONKEY TOWN,Gillette,WY,44.29109,-105.50222,32649
DONNA,Donna,TX,26.17035,-98.05195,16523
DONNELLSON,Donnellson,IA,40.64282,-91.56460,901
DONNELLSON,Donnellson,IL,39.02782,-89.47342,205
DONNELLY,Donnelly,MN,45.69052,-96.01256,241
DONNELSVILLE,Donnelsville,OH,39.91839,-83.94854,300
DONORA,Donora,PA,40.17340,-79.85755,4663
DONOVAN,Donovan,IL,40.88337,-87.61614,298
DONOVAN ESTATES,Donovan Estates,AZ,32.70935,-114.67822,1508
DOO-DAH,Wichita,KS,37.69224,-97.33754,396119
DOODAH,Wichita,KS,37.69224,-97.33754,396119
DOOLITTLE,Doolittle,MO,37.94032,-91.88099,605
DOOLITTLE,Doolittle,TX,26.35337,-98.11666,2769
DOOMS,Dooms,VA,38.10902,-78.85752,1327
DOON,Doon,IA,43.27942,-96.23280,591
DOONYSIO,Yuma,AZ,32.72532,-114.62440,95548
DORA,Dora,AL,33.72872,-87.09028,1960
DORABHILA,Doraville,GA,33.89816,-84.28326,10896
DORAL,Doral,FL,25.81954,-80.35533,75874
DORALA,Doral,FL,25.81954,-80.35533,75874
DORAVIL,Doraville,GA,33.89816,-84.28326,10896
DORAVILLE,Doraville,GA,33.89816,-84.28326,10896
DORCHESTER,Dorchester,MA,42.29732,-71.07450,97826
DORCHESTER,Dorchester,MD,39.33178,-76.68632,1565
DORCHESTER,Dorchester,NE,40.64723,-97.11337,576
DORCHESTER,Dorchester,NH,43.75674,-71.94869,376
DORCHESTER,Dorchester,WI,45.00302,-90.33569,862
DORCHESTER HEIGHTS,South Boston,MA,42.33343,-71.04949,571281
DORCHESTER VILLAGE,Canton,MA,42.15843,-71.14477,21679
DORMONT,Dormont,PA,40.39590,-80.03311,8465
DORNEYVILLE,Dorneyville,PA,40.57510,-75.51963,4406
DORRANCETOWN,Kingston,PA,41.26175,-75.89686,12941
DORRINGTON,Dorrington,CA,38.30131,-120.27714,609
DORRIS,Dorris,CA,41.96737,-121.91806,907
DORSET,Dorset,VT,43.25480,-73.09872,249
DORTCHES,Dortches,NC,36.01126,-77.85748,930
DOS NOGALES,Nogales,AZ,31.34038,-110.93425,20252
DOS PALOS,Dos Palos,CA,36.98606,-120.62657,5125
DOS PALOS Y,Dos Palos Y,CA,37.04883,-120.63546,323
DOS-PALOS,Dos Palos,CA,36.98606,-120.62657,5125
DOSA PALOSA,Dos Palos,CA,36.98606,-120.62657,5125
DOSAN,Dothan,AL,31.22323,-85.39049,68567
DOSEON,Dothan,AL,31.22323,-85.39049,68567
DOSPALOS,Dos Palos,CA,36.98606,-120.62657,5125
DOSWELL,Doswell,VA,37.86014,-77.46415,0
DOTAN,Dothan,AL,31.22323,-85.39049,68567
DOTHAN,Dothan,AL,31.22323,-85.39049,68567
DOTHANA,Dothan,AL,31.22323,-85.39049,68567
DOTHEN,Dothan,AL,31.22323,-85.39049,68567
DOTHYANA,Dothan,AL,31.22323,-85.39049,68567
DOTSERO,Dotsero,CO,39.64971,-107.06033,705
DOU BO LIN,Dublin,CA,37.70215,-121.93579,57721
DOUBLE OAK,Double Oak,TX,33.06512,-97.11057,3078
DOUBLE SPRINGS,Double Springs,AL,34.14637,-87.40247,1056
DOUBOIZU,DuBois,PA,41.11923,-78.76003,7597
DOUGHERTY,Dougherty,OK,34.39953,-97.05557,221
DOUGHERTY'S STATION,Dublin,CA,37.70215,-121.93579,57721
DOUGHTY STATION,Pomona,NJ,39.47845,-74.57516,7124
DOUGLAS,Douglas,AL,34.17371,-86.32359,758
DOUGLAS,Douglas,AZ,31.34455,-109.54534,16592
DOUGLAS,Douglas,GA,31.50881,-82.84987,11718
DOUGLAS,Douglas,IL,41.83476,-87.61811,20323
DOUGLAS,Douglas,MA,42.05426,-71.73951,7168
DOUGLAS,Douglas,MI,42.64336,-86.20059,1284
DOUGLAS,Tucumcari,NM,35.17191,-103.72686,5025
DOUGLAS,Douglas,WY,42.75969,-105.38221,6531
DOUGLAS CITY,Douglas City,CA,40.65209,-122.94475,713
DOUGLAS HILLS,Douglass Hills,KY,38.23785,-85.55274,5669
DOUGLASS,Douglass,KS,37.51946,-97.01281,1695
DOUGLASS,Douglas,MA,42.05426,-71.73951,7168
DOUGLASS HILLS,Douglass Hills,KY,38.23785,-85.55274,5669
DOUGLASSVILLE,Douglassville,PA,40.25787,-75.72630,448
DOUGLASSVILLE,Douglassville,TX,33.19207,-94.35353,227
DOUGLASTON,Douglaston,NY,40.76871,-73.74708,14762
DOUGLASVILLE,Douglasville,GA,33.75150,-84.74771,32897
DOUSMAN,Dousman,WI,43.01418,-88.47260,2335
DOUVUR,Dover,DE,39.15817,-75.52437,39403
DOUVUR,Dover,NH,43.19786,-70.87367,30880
DOUWAJAKKU,Dowagiac,MI,41.98421,-86.10862,5851
DOV,Dover,DE,39.15817,-75.52437,39403
DOVADZAK,Dowagiac,MI,41.98421,-86.10862,5851
DOVANI,Downey,CA,33.94001,-118.13257,114219
DOVAR,Dover,DE,39.15817,-75.52437,39403
DOVARA,Dover,DE,39.15817,-75.52437,39403
DOVE CREEK,Dove Creek,CO,37.76610,-108.90594,697
DOVE VALLEY,Dove Valley,CO,39.57771,-104.82940,5243
DOVEHR,Dover,NH,43.19786,-70.87367,30880
DOVEHR,Dover,NJ,40.88399,-74.56210,18346
DOVEHR,Dover,OH,40.52062,-81.47401,12899
DOVER,Dover,AR,35.40147,-93.11434,1398
DOVER,Dover,DE,39.15817,-75.52437,39403
DOVER,Dover,FL,27.99419,-82.21953,3702
DOVER,Dover,ID,48.25159,-116.61103,660
DOVER,Dover,KY,38.75813,-83.88298,245
DOVER,Dover,MA,42.24593,-71.28283,2265
DOVER,Dover,MN,43.97357,-92.13905,745
DOVER,Dover,NC,35.44403,-79.72226,430
DOVER,Dover,NH,43.19786,-70.87367,30880
DOVER,Dover,NJ,40.88399,-74.56210,18346
DOVER,Dover,OH,40.52062,-81.47401,12899
DOVER,Dover,OK,35.98143,-97.91117,473
DOVER,Dover,PA,40.00176,-76.85025,1991
DOVER,Dover,TN,36.48783,-87.83836,1457
DOVER,Dover,VT,42.94369,-72.80399,1437
DOVER BASE HOUSING,Dover Base Housing,DE,39.11763,-75.48393,3450
DOVER BAY,Bay Village,OH,41.48477,-81.92208,15402
DOVER BAY PARK STATION,Bay Village,OH,41.48477,-81.92208,15402
DOVER BEACHES NORTH,Dover Beaches North,NJ,39.99123,-74.06375,1239
DOVER BEACHES SOUTH,Dover Beaches South,NJ,39.95567,-74.07430,1209
DOVER CENTER,Westlake,OH,41.45532,-81.91792,32428
DOVER CENTRE,Westlake,OH,41.45532,-81.91792,32428
DOVER CHAPEL,Bayville,NJ,39.90929,-74.15486,20512
DOVER I DELAWARE,Dover,DE,39.15817,-75.52437,39403
DOVER I NEW HAMPSHIRE,Dover,NH,43.19786,-70.87367,30880
DOVER PLAINS,Dover Plains,NY,41.74121,-73.57652,1323
DOVER STATION,Bay Village,OH,41.48477,-81.92208,15402
DOVER VILLAGE,Bay Village,OH,41.48477,-81.92208,15402
DOVER-FOXCROFT,Dover-Foxcroft,ME,45.18339,-69.22699,2528
DOVERA,Dover,DE,39.15817,-75.52437,39403
DOVERES,Dover,DE,39.15817,-75.52437,39403
DOVERI,Dover,DE,39.15817,-75.52437,39403
DOVERIS,Dover,DE,39.15817,-75.52437,39403
DOVERO,Dover,OH,40.52062,-81.47401,12899
DOVHARA,Dover,DE,39.15817,-75.52437,39403
DOW CITY,Dow City,IA,41.92888,-95.49389,499
DOWAGIAC,Dowagiac,MI,41.98421,-86.10862,5851
DOWELL,Dowell,IL,37.93977,-89.23786,392
DOWELLTOWN,Dowelltown,TN,36.01506,-85.94360,362
DOWLING,Dowling,MI,42.52254,-85.25306,374
DOWLINS MILL,Ruidoso,NM,33.33175,-105.67304,7739
DOWNERS GROVE,Downers Grove,IL,41.80892,-88.01117,49732
DOWNEY,Downey,CA,33.94001,-118.13257,114219
DOWNEY,Downey,ID,42.42853,-112.12441,616
DOWNIEVILLE,Downieville,CA,39.55934,-120.82689,282
DOWNIEVILLE-LAWSON-DUMONT,Downieville-Lawson-Dumont,CO,39.76469,-105.61754,594
DOWNING,Downing,MO,40.48753,-92.36935,336
DOWNING,Downing,WI,45.04635,-92.13213,270
DOWNING'S TOWN,Downingtown,PA,40.00650,-75.70327,7946
DOWNINGTOWN,Downingtown,PA,40.00650,-75.70327,7946
DOWNS,Downs,IL,40.39698,-88.87063,988
DOWNS,Downs,KS,39.49862,-98.54201,855
DOWNSVILLE,Downsville,MD,39.54843,-77.80166,355
DOWNSVILLE,Downsville,NY,42.08092,-74.99572,617
DOWNTOWN,Downtown,HI,21.30249,-157.85837,12381
DOWNTOWN,Downtown,MD,39.29107,-76.61518,7171
DOWNTOWN BALTIMORA,Downtown,MD,39.29107,-76.61518,7171
DOWNTOWN BALTIMORE,Downtown,MD,39.29107,-76.61518,7171
DOWNTOWN BROOKLYN,Downtown Brooklyn,NY,40.69371,-73.98596,7053
DOWNTOWN DC,Downtown DC,DC,38.89350,-77.01991,52560
DOWNTOWN HONOLULU,Downtown,HI,21.30249,-157.85837,12381
DOWS,McKinleyville,CA,40.94652,-124.10062,15177
DOWS,Dows,IA,42.65664,-93.50104,514
DOWSETT,Dowsett Highlands,HI,21.33735,-157.83382,5360
DOWSETT HIGHLANDS,Dowsett Highlands,HI,21.33735,-157.83382,5360
DOYLE,Doyle,CA,40.02796,-120.10382,678
DOYLE,Doyle,TN,35.85312,-85.51248,545
DOYLE,Doyle,TX,31.57350,-96.50526,313
DOYLE TOWN,Doylestown,PA,40.31011,-75.12989,8301
DOYLESTOWN,Doylestown,OH,40.97005,-81.69652,3075
DOYLESTOWN,Doylestown,PA,40.31011,-75.12989,8301
DOYLESTOWN,Doylestown,WI,43.42776,-89.15011,295
DOYLINE,Doyline,LA,32.53571,-93.41100,795
DOYLTOWN,Doylestown,PA,40.31011,-75.12989,8301
DOZIER,Dozier,AL,31.49211,-86.36496,332
DPK,Deer Park,NY,40.76177,-73.32929,27745
DR PHILLIPS,Doctor Phillips,FL,28.44945,-81.49229,10981
DRABR,Draper,UT,40.52467,-111.86382,46774
DRACUT,Dracut,MA,42.67037,-71.30201,28831
DRACUT CENTRE,Dracut,MA,42.67037,-71.30201,28831
DRAGOON,Dragoon,AZ,32.02814,-110.03868,209
DRAIN,Drain,OR,43.65873,-123.31870,1157
DRAJ RAN,Dry Run,OH,39.10423,-84.33049,7281
DRAJ-RAN,Dry Run,OH,39.10423,-84.33049,7281
DRAKAT,Dracut,MA,42.67037,-71.30201,28831
DRAKAT MASACHWST,Dracut,MA,42.67037,-71.30201,28831
DRAKE,Drake,ND,47.92417,-100.37236,288
DRAKE EYE,Enterprise,AL,31.31517,-85.85522,27978
DRAKES BRANCH,Drakes Branch,VA,36.99293,-78.60111,515
DRAKESBORO,Drakesboro,KY,37.21754,-87.04888,509
DRAKUT,Dracut,MA,42.67037,-71.30201,28831
DRAKWT,Dracut,MA,42.67037,-71.30201,28831
DRAM PWYNT MRYLND,Chesapeake Ranch Estates-Drum Point,MD,38.35022,-76.41889,11503
DRANE'S TAVERN,Dranesville,VA,39.00067,-77.34582,11921
DRANESVILLE,Dranesville,VA,39.00067,-77.34582,11921
DRANZWYL,Dranesville,VA,39.00067,-77.34582,11921
DRANZWYL WYRJYNYA,Dranesville,VA,39.00067,-77.34582,11921
DRAPER,Eden,NC,36.48847,-79.76670,15403
DRAPER,Draper,UT,40.52467,-111.86382,46774
DRAPER,Draper,VA,37.00595,-80.74729,320
DRAPER MEADOWS,Blacksburg,VA,37.22957,-80.41394,44215
DRAPER'S MEADOW,Blacksburg,VA,37.22957,-80.41394,44215
DRAPER'S MEADOWS,Blacksburg,VA,37.22957,-80.41394,44215
DRAPERS MEADOW,Blacksburg,VA,37.22957,-80.41394,44215
DRAPERSVILLE,Kingsburg,CA,36.51384,-119.55402,11824
DRAPR YWTA,Draper,UT,40.52467,-111.86382,46774
DRAVOSBURG,Dravosburg,PA,40.35063,-79.88616,1763
DRAWYL JWRJYA,Doraville,GA,33.89816,-84.28326,10896
DRAY RAN,Dry Run,OH,39.10423,-84.33049,7281
DRAY RAN AWHAYW,Dry Run,OH,39.10423,-84.33049,7281
DRAYTON,Jacksonville,AL,33.81382,-85.76130,12222
DRAYTON,Drayton,ND,48.57110,-97.17785,785
DRBY,Derby,CO,39.83943,-104.91859,7685
DRBY,Derby,CT,41.32065,-73.08900,12700
DRBY KANTYKT,Derby,CT,41.32065,-73.08900,12700
DRBY KANZAS,Derby,KS,37.54557,-97.26893,23509
DRBY KNTYKT,Derby,CT,41.32065,-73.08900,12700
DRBY KWLWRADW,Derby,CO,39.83943,-104.91859,7685
DREJNSVIL,Dranesville,VA,39.00067,-77.34582,11921
DREJNSVILL,Dranesville,VA,39.00067,-77.34582,11921
DREJPER,Draper,UT,40.52467,-111.86382,46774
DREJPUR,Draper,UT,40.52467,-111.86382,46774
DREKSEL KHIL,Drexel Hill,PA,39.94706,-75.29213,28043
DREKSEL-GILL,Drexel Hill,PA,39.94706,-75.29213,28043
DREKSEL-KHILL,Drexel Hill,PA,39.94706,-75.29213,28043
DRESDEN,Dresden,NY,42.68396,-76.95580,300
DRESDEN,Dresden,OH,40.12146,-82.01069,1706
DRESDEN,Dresden,TN,36.29145,-88.70811,2898
DRESHER,Dresher,PA,40.14094,-75.16684,5610
DRESHERTOWN,Dresher,PA,40.14094,-75.16684,5610
DRESSER,Dresser,WI,45.35607,-92.63354,860
DREW,Drew,MS,33.80956,-90.52648,1775
DREWRYVILLE,Drewryville,VA,36.71571,-77.30636,0
DREWS STATION,Chesterfield,MO,38.66311,-90.57707,47864
DREXEL,Drexel,MO,38.47946,-94.60857,956
DREXEL,Drexel,NC,35.75791,-81.60426,1866
DREXEL,Drexel,OH,39.74645,-84.28661,2076
DREXEL HEIGHTS,Drexel Heights,AZ,32.14119,-111.02843,27749
DREXEL HILL,Drexel Hill,PA,39.94706,-75.29213,28043
DRI,DeRidder,LA,30.84631,-93.28905,10890
DRIGGS,Driggs,ID,43.72325,-111.11133,1689
DRIPPING SPRINGS,Dripping Springs,TX,30.19021,-98.08668,2483
DRISCOLL,Driscoll,TX,27.67447,-97.74861,752
DRKSWYL,Drexel Hill,PA,39.94706,-75.29213,28043
DRNT AKLAHMA,Durant,OK,33.99399,-96.37082,17286
DRO,Durango,CO,37.27528,-107.88007,18006
DROWNED MEADOW,Port Jefferson,NY,40.94649,-73.06927,7842
DROWNED MEADOWS,Port Jefferson,NY,40.94649,-73.06927,7842
DRT,Del Rio,TX,29.36273,-100.89676,36153
DRUID CITY,Tuscaloosa,AL,33.20984,-87.56917,111338
DRUID HEIGHTS,Druid Heights,MD,39.30830,-76.63708,1267
DRUID HILL,Druid Hills,GA,33.78038,-84.33604,14568
DRUID HILLS,Druid Hills,GA,33.78038,-84.33604,14568
DRUID HILLS,Druid Hills,KY,38.26368,-85.66163,318
DRUM POINT,Drum Point,MD,38.32679,-76.42606,2731
DRUMMOND,Drummond,MT,46.66743,-113.14729,336
DRUMMOND,Drummond,OK,36.30031,-98.03590,473
DRUMRIGHT,Drumright,OK,35.98840,-96.60113,2880
DRUMS,Drums,PA,41.01814,-75.99493,0
DRUNKEN INDIAN,Concord,CA,37.97798,-122.03107,128667
DRY CREEK,Rio Linda,CA,38.69101,-121.44857,15106
DRY CREEK,Dry Creek,OK,35.73704,-94.87328,227
DRY DIGGINGS,Placerville,CA,38.72963,-120.79855,10650
DRY DIGGINS,Placerville,CA,38.72963,-120.79855,10650
DRY NYWHMPSHAYR,Derry,NH,42.88064,-71.32729,22015
DRY POND,Toccoa,GA,34.57732,-83.33239,8283
DRY PRONG,Dry Prong,LA,31.58129,-92.53292,438
DRY RIDGE,Dry Ridge,KY,38.68201,-84.58994,2205
DRY RIDGE,Dry Ridge,OH,39.25922,-84.61911,2782
